request_id,lease_id,status,logged_by,ticket_number,log_date,problem,urgency,category,created_at,updated_at,deleted_at,image_path,assigned_to,expected_completion_date
178,30,Completed,Clark West,TICKET-000178,2021-08-05,Ant infestation,Level 2,Pest Control,2021-08-05 00:00:00,2021-08-05 00:00:00,,,,
179,35,Completed,King Bruen,TICKET-000179,2021-08-24,Door frame damage,Level 1,Structural,2021-08-24 00:00:00,2021-08-24 00:00:00,,,,
180,39,Completed,Bernita Crona,TICKET-000180,2021-08-06,Mosquito problem,Level 3,Pest Control,2021-08-06 00:00:00,2021-08-06 00:00:00,,,,
181,44,Completed,Clark West,TICKET-000181,2021-08-01,Loose tiles,Level 3,Structural,2021-08-01 00:00:00,2021-08-01 00:00:00,,,,
182,206,Completed,Marcus Manager,TICKET-000182,2021-08-12,Running toilet,Level 2,Plumbing,2021-08-12 00:00:00,2021-08-12 00:00:00,,,,
183,144,Completed,Mia Martinez,TICKET-000183,2021-08-20,Rodent activity,Level 3,Pest Control,2021-08-20 00:00:00,2021-08-20 00:00:00,,,,
184,98,Completed,King Bruen,TICKET-000184,2021-08-30,Spider infestation,Level 2,Pest Control,2021-08-30 00:00:00,2021-08-30 00:00:00,,,,
185,192,Ongoing,Bernita Crona,TICKET-000185,2021-08-03,Dishwasher leakage,Level 1,Appliance,2021-08-03 00:00:00,2021-08-03 00:00:00,,,,
186,183,Completed,King Bruen,TICKET-000186,2021-08-19,Flooring issue,Level 2,Structural,2021-08-19 00:00:00,2021-08-19 00:00:00,,,,
187,198,Completed,Bernita Crona,TICKET-000187,2021-08-29,Window frame repair,Level 1,Structural,2021-08-29 00:00:00,2021-08-29 00:00:00,,,,
188,193,Completed,Mia Martinez,TICKET-000188,2021-08-03,General pest treatment,Level 3,Pest Control,2021-08-03 00:00:00,2021-08-03 00:00:00,,,,
189,239,Completed,Clark West,TICKET-000189,2021-08-28,Termite inspection,Level 2,Pest Control,2021-08-28 00:00:00,2021-08-28 00:00:00,,,,
190,242,Completed,Bernita Crona,TICKET-000190,2021-08-04,Leaking faucet,Level 2,Plumbing,2021-08-04 00:00:00,2021-08-04 00:00:00,,,,
191,246,Completed,Marcus Manager,TICKET-000191,2021-08-26,General pest treatment,Level 1,Pest Control,2021-08-26 00:00:00,2021-08-26 00:00:00,,,,
192,17,Completed,Mia Martinez,TICKET-000192,2021-09-07,Door frame damage,Level 4,Structural,2021-09-07 00:00:00,2021-09-07 00:00:00,,,,
193,17,Completed,Bernita Crona,TICKET-000193,2021-09-06,Sink drainage issue,Level 1,Plumbing,2021-09-06 00:00:00,2021-09-06 00:00:00,,,,
194,42,Completed,Clark West,TICKET-000194,2021-09-23,Clogged drain,Level 2,Plumbing,2021-09-23 00:00:00,2021-09-23 00:00:00,,,,
195,39,Completed,Mia Martinez,TICKET-000195,2021-09-13,Power outlet not working,Level 2,Electrical,2021-09-13 00:00:00,2021-09-13 00:00:00,,,,
196,51,Completed,Clark West,TICKET-000196,2021-09-23,Spider infestation,Level 3,Pest Control,2021-09-23 00:00:00,2021-09-23 00:00:00,,,,
197,219,Completed,Marcus Manager,TICKET-000197,2021-09-01,Leaking faucet,Level 2,Plumbing,2021-09-01 00:00:00,2021-09-01 00:00:00,,,,
198,58,Pending,Clark West,TICKET-000198,2021-09-10,Flickering lights,Level 2,Electrical,2021-09-10 00:00:00,2021-09-10 00:00:00,,,,
199,146,Completed,Marcus Manager,TICKET-000199,2021-09-03,Wall crack,Level 1,Structural,2021-09-03 00:00:00,2021-09-03 00:00:00,,,,
200,149,Completed,Clark West,TICKET-000200,2021-09-08,Door frame damage,Level 1,Structural,2021-09-08 00:00:00,2021-09-08 00:00:00,,,,
201,93,Completed,Mia Martinez,TICKET-000201,2021-09-24,Flooring issue,Level 2,Structural,2021-09-24 00:00:00,2021-09-24 00:00:00,,,,
202,92,Completed,Marcus Manager,TICKET-000202,2021-09-19,Exhaust fan noise,Level 2,Appliance,2021-09-19 00:00:00,2021-09-19 00:00:00,,,,
203,131,Completed,Mia Martinez,TICKET-000203,2021-09-14,Electrical panel inspection,Level 1,Electrical,2021-09-14 00:00:00,2021-09-14 00:00:00,,,,
204,155,Completed,King Bruen,TICKET-000204,2021-09-28,Dripping shower head,Level 4,Plumbing,2021-09-28 00:00:00,2021-09-28 00:00:00,,,,
205,158,Completed,Mia Martinez,TICKET-000205,2021-09-26,Low water pressure,Level 4,Plumbing,2021-09-26 00:00:00,2021-09-26 00:00:00,,,,
206,297,Completed,Mia Martinez,TICKET-000206,2021-09-01,Mosquito problem,Level 2,Pest Control,2021-09-01 00:00:00,2021-09-01 00:00:00,,,,
207,231,Completed,Marcus Manager,TICKET-000207,2021-09-11,Refrigerator not cooling,Level 2,Appliance,2021-09-11 00:00:00,2021-09-11 00:00:00,,,,
208,226,Completed,Marcus Manager,TICKET-000208,2021-09-30,Sink drainage issue,Level 1,Plumbing,2021-09-30 00:00:00,2021-09-30 00:00:00,,,,
209,2,Completed,Mia Martinez,TICKET-000209,2021-10-24,Bed bug inspection,Level 2,Pest Control,2021-10-24 00:00:00,2021-10-24 00:00:00,,,,
210,1,Completed,Mia Martinez,TICKET-000210,2021-10-12,Loose tiles,Level 1,Structural,2021-10-12 00:00:00,2021-10-12 00:00:00,,,,
211,263,Completed,King Bruen,TICKET-000211,2021-10-19,Water heater broken,Level 1,Plumbing,2021-10-19 00:00:00,2021-10-19 00:00:00,,,,
212,263,Completed,King Bruen,TICKET-000212,2021-10-20,Cockroach sighting,Level 1,Pest Control,2021-10-20 00:00:00,2021-10-20 00:00:00,,,,
213,10,Completed,Mia Martinez,TICKET-000213,2021-10-28,Low water pressure,Level 1,Plumbing,2021-10-28 00:00:00,2021-10-28 00:00:00,,,,
214,26,Completed,Clark West,TICKET-000214,2021-10-06,Dripping shower head,Level 2,Plumbing,2021-10-06 00:00:00,2021-10-06 00:00:00,,,,
215,40,Completed,Bernita Crona,TICKET-000215,2021-10-11,Wiring problem,Level 4,Electrical,2021-10-11 00:00:00,2021-10-11 00:00:00,,,,
216,70,Completed,Clark West,TICKET-000216,2021-10-31,AC unit electrical issues,Level 1,Electrical,2021-10-31 00:00:00,2021-10-31 00:00:00,,,,
217,84,Completed,King Bruen,TICKET-000217,2021-10-04,Dryer not working,Level 2,Appliance,2021-10-04 00:00:00,2021-10-04 00:00:00,,,,
218,86,Completed,King Bruen,TICKET-000218,2021-10-07,Electrical panel inspection,Level 1,Electrical,2021-10-07 00:00:00,2021-10-07 00:00:00,,,,
219,87,Completed,King Bruen,TICKET-000219,2021-10-22,Washing machine malfunction,Level 3,Appliance,2021-10-22 00:00:00,2021-10-22 00:00:00,,,,
220,96,Completed,Marcus Manager,TICKET-000220,2021-10-31,Window frame repair,Level 1,Structural,2021-10-31 00:00:00,2021-10-31 00:00:00,,,,
221,97,Completed,Bernita Crona,TICKET-000221,2021-10-21,Sink drainage issue,Level 2,Plumbing,2021-10-21 00:00:00,2021-10-21 00:00:00,,,,
222,101,Completed,Clark West,TICKET-000222,2021-10-15,Flooring issue,Level 4,Structural,2021-10-15 00:00:00,2021-10-15 00:00:00,,,,
223,139,Completed,Clark West,TICKET-000223,2021-10-30,Light fixture malfunction,Level 2,Electrical,2021-10-30 00:00:00,2021-10-30 00:00:00,,,,
224,151,Completed,Bernita Crona,TICKET-000224,2021-10-14,Ceiling crack,Level 2,Structural,2021-10-14 00:00:00,2021-10-14 00:00:00,,,,
225,294,Completed,King Bruen,TICKET-000225,2021-10-14,Exhaust fan noise,Level 4,Appliance,2021-10-14 00:00:00,2021-10-14 00:00:00,,,,
226,192,Completed,Bernita Crona,TICKET-000226,2021-10-03,AC remote issue,Level 1,Appliance,2021-10-03 00:00:00,2021-10-03 00:00:00,,,,
227,193,Completed,Bernita Crona,TICKET-000227,2021-10-01,Oven issue,Level 2,Appliance,2021-10-01 00:00:00,2021-10-01 00:00:00,,,,
228,195,Completed,Bernita Crona,TICKET-000228,2021-10-30,Leaking faucet,Level 1,Plumbing,2021-10-30 00:00:00,2021-10-30 00:00:00,,,,
229,269,Completed,Bernita Crona,TICKET-000229,2021-10-21,Microwave not heating,Level 3,Appliance,2021-10-21 00:00:00,2021-10-21 00:00:00,,,,
230,274,Completed,King Bruen,TICKET-000230,2021-10-21,Water heater broken,Level 1,Plumbing,2021-10-21 00:00:00,2021-10-21 00:00:00,,,,
231,250,Completed,Marcus Manager,TICKET-000231,2021-10-15,Bed bug inspection,Level 2,Pest Control,2021-10-15 00:00:00,2021-10-15 00:00:00,,,,
232,2,Completed,Mia Martinez,TICKET-000232,2021-11-10,Bed bug inspection,Level 2,Pest Control,2021-11-10 00:00:00,2021-11-10 00:00:00,,,,
233,178,Completed,Mia Martinez,TICKET-000233,2021-11-23,AC remote issue,Level 4,Appliance,2021-11-23 00:00:00,2021-11-23 00:00:00,,,,
234,15,Completed,Clark West,TICKET-000234,2021-11-23,Microwave not heating,Level 4,Appliance,2021-11-23 00:00:00,2021-11-23 00:00:00,,,,
235,40,Completed,King Bruen,TICKET-000235,2021-11-14,Mosquito problem,Level 3,Pest Control,2021-11-14 00:00:00,2021-11-14 00:00:00,,,,
236,41,Completed,Clark West,TICKET-000236,2021-11-22,Wall crack,Level 2,Structural,2021-11-22 00:00:00,2021-11-22 00:00:00,,,,
237,141,Completed,King Bruen,TICKET-000237,2021-11-19,General pest treatment,Level 3,Pest Control,2021-11-19 00:00:00,2021-11-19 00:00:00,,,,
238,148,Completed,Bernita Crona,TICKET-000238,2021-11-11,Power outlet not working,Level 4,Electrical,2021-11-11 00:00:00,2021-11-11 00:00:00,,,,
239,82,Completed,Bernita Crona,TICKET-000239,2021-11-20,Rodent activity,Level 2,Pest Control,2021-11-20 00:00:00,2021-11-20 00:00:00,,,,
240,83,Completed,Clark West,TICKET-000240,2021-11-13,Spider infestation,Level 4,Pest Control,2021-11-13 00:00:00,2021-11-13 00:00:00,,,,
241,96,Completed,King Bruen,TICKET-000241,2021-11-17,Rodent activity,Level 2,Pest Control,2021-11-17 00:00:00,2021-11-17 00:00:00,,,,
242,102,Ongoing,Clark West,TICKET-000242,2021-11-06,Clogged drain,Level 1,Plumbing,2021-11-06 00:00:00,2021-11-06 00:00:00,,,,
243,98,Completed,Mia Martinez,TICKET-000243,2021-11-05,Microwave not heating,Level 1,Appliance,2021-11-05 00:00:00,2021-11-05 00:00:00,,,,
244,134,Completed,Mia Martinez,TICKET-000244,2021-11-10,AC remote issue,Level 2,Appliance,2021-11-10 00:00:00,2021-11-10 00:00:00,,,,
245,152,Completed,Bernita Crona,TICKET-000245,2021-11-09,Wall crack,Level 2,Structural,2021-11-09 00:00:00,2021-11-09 00:00:00,,,,
246,157,Completed,Mia Martinez,TICKET-000246,2021-11-05,Ant infestation,Level 1,Pest Control,2021-11-05 00:00:00,2021-11-05 00:00:00,,,,
247,187,Completed,Bernita Crona,TICKET-000247,2021-11-21,Circuit breaker tripping,Level 2,Electrical,2021-11-21 00:00:00,2021-11-21 00:00:00,,,,
248,193,Completed,Mia Martinez,TICKET-000248,2021-11-10,Pipe leakage,Level 4,Plumbing,2021-11-10 00:00:00,2021-11-10 00:00:00,,,,
249,223,Completed,Bernita Crona,TICKET-000249,2021-11-29,Refrigerator not cooling,Level 2,Appliance,2021-11-29 00:00:00,2021-11-29 00:00:00,,,,
250,234,Completed,Mia Martinez,TICKET-000250,2021-11-28,Oven issue,Level 3,Appliance,2021-11-28 00:00:00,2021-11-28 00:00:00,,,,
251,256,Completed,King Bruen,TICKET-000251,2021-11-20,Microwave not heating,Level 1,Appliance,2021-11-20 00:00:00,2021-11-20 00:00:00,,,,
252,253,Completed,Bernita Crona,TICKET-000252,2021-11-19,Leaking faucet,Level 3,Plumbing,2021-11-19 00:00:00,2021-11-19 00:00:00,,,,
253,259,Completed,King Bruen,TICKET-000253,2021-11-16,Water heater broken,Level 2,Plumbing,2021-11-16 00:00:00,2021-11-16 00:00:00,,,,
254,1,Completed,Mia Martinez,TICKET-000254,2021-12-19,Pipe leakage,Level 2,Plumbing,2021-12-19 00:00:00,2021-12-19 00:00:00,,,,
255,2,Completed,Mia Martinez,TICKET-000255,2021-12-19,Dishwasher leakage,Level 2,Appliance,2021-12-19 00:00:00,2021-12-19 00:00:00,,,,
256,7,Completed,Mia Martinez,TICKET-000256,2021-12-20,Bed bug inspection,Level 3,Pest Control,2021-12-20 00:00:00,2021-12-20 00:00:00,,,,
257,15,Completed,Bernita Crona,TICKET-000257,2021-12-08,Termite inspection,Level 2,Pest Control,2021-12-08 00:00:00,2021-12-08 00:00:00,,,,
258,13,Completed,Clark West,TICKET-000258,2021-12-30,Dryer not working,Level 2,Appliance,2021-12-30 00:00:00,2021-12-30 00:00:00,,,,
259,18,Completed,Marcus Manager,TICKET-000259,2021-12-15,Circuit breaker tripping,Level 2,Electrical,2021-12-15 00:00:00,2021-12-15 00:00:00,,,,
260,19,Completed,Marcus Manager,TICKET-000260,2021-12-04,Cockroach sighting,Level 2,Pest Control,2021-12-04 00:00:00,2021-12-04 00:00:00,,,,
261,32,Completed,Bernita Crona,TICKET-000261,2021-12-04,Rodent activity,Level 1,Pest Control,2021-12-04 00:00:00,2021-12-04 00:00:00,,,,
262,39,Completed,Bernita Crona,TICKET-000262,2021-12-06,Circuit breaker tripping,Level 1,Electrical,2021-12-06 00:00:00,2021-12-06 00:00:00,,,,
263,41,Completed,Bernita Crona,TICKET-000263,2021-12-06,Exhaust fan noise,Level 2,Appliance,2021-12-06 00:00:00,2021-12-06 00:00:00,,,,
264,79,Completed,King Bruen,TICKET-000264,2021-12-11,Dishwasher leakage,Level 1,Appliance,2021-12-11 00:00:00,2021-12-11 00:00:00,,,,
265,81,Completed,King Bruen,TICKET-000265,2021-12-04,Ant infestation,Level 3,Pest Control,2021-12-04 00:00:00,2021-12-04 00:00:00,,,,
266,149,Completed,Mia Martinez,TICKET-000266,2021-12-25,AC remote issue,Level 2,Appliance,2021-12-25 00:00:00,2021-12-25 00:00:00,,,,
267,83,Completed,Clark West,TICKET-000267,2021-12-22,Light fixture malfunction,Level 1,Electrical,2021-12-22 00:00:00,2021-12-22 00:00:00,,,,
268,85,Completed,Marcus Manager,TICKET-000268,2021-12-24,Running toilet,Level 1,Plumbing,2021-12-24 00:00:00,2021-12-24 00:00:00,,,,
269,92,Completed,Marcus Manager,TICKET-000269,2021-12-17,Rodent activity,Level 1,Pest Control,2021-12-17 00:00:00,2021-12-17 00:00:00,,,,
270,98,Completed,Mia Martinez,TICKET-000270,2021-12-15,Light fixture malfunction,Level 1,Electrical,2021-12-15 00:00:00,2021-12-15 00:00:00,,,,
271,101,Completed,Mia Martinez,TICKET-000271,2021-12-05,Wall crack,Level 2,Structural,2021-12-05 00:00:00,2021-12-05 00:00:00,,,,
272,115,Completed,Mia Martinez,TICKET-000272,2021-12-01,Exhaust fan noise,Level 3,Appliance,2021-12-01 00:00:00,2021-12-01 00:00:00,,,,
273,123,Completed,King Bruen,TICKET-000273,2021-12-19,Exhaust fan noise,Level 3,Appliance,2021-12-19 00:00:00,2021-12-19 00:00:00,,,,
274,155,Completed,King Bruen,TICKET-000274,2021-12-22,Spider infestation,Level 2,Pest Control,2021-12-22 00:00:00,2021-12-22 00:00:00,,,,
275,302,Completed,Marcus Manager,TICKET-000275,2021-12-18,Dryer not working,Level 4,Appliance,2021-12-18 00:00:00,2021-12-18 00:00:00,,,,
276,297,Completed,Marcus Manager,TICKET-000276,2021-12-13,Door not closing,Level 3,Structural,2021-12-13 00:00:00,2021-12-13 00:00:00,,,,
277,188,Completed,Mia Martinez,TICKET-000277,2021-12-12,Wall crack,Level 4,Structural,2021-12-12 00:00:00,2021-12-12 00:00:00,,,,
278,200,Completed,Bernita Crona,TICKET-000278,2021-12-28,Bed bug inspection,Level 4,Pest Control,2021-12-28 00:00:00,2021-12-28 00:00:00,,,,
279,221,Completed,Marcus Manager,TICKET-000279,2021-12-02,Pipe leakage,Level 2,Plumbing,2021-12-02 00:00:00,2021-12-02 00:00:00,,,,
280,222,Completed,Marcus Manager,TICKET-000280,2021-12-15,Washing machine malfunction,Level 2,Appliance,2021-12-15 00:00:00,2021-12-15 00:00:00,,,,
281,230,Completed,Mia Martinez,TICKET-000281,2021-12-23,Water heater broken,Level 1,Plumbing,2021-12-23 00:00:00,2021-12-23 00:00:00,,,,
282,227,Completed,Mia Martinez,TICKET-000282,2021-12-11,Dryer not working,Level 2,Appliance,2021-12-11 00:00:00,2021-12-11 00:00:00,,,,
283,260,Completed,Bernita Crona,TICKET-000283,2021-12-14,Low water pressure,Level 2,Plumbing,2021-12-14 00:00:00,2021-12-14 00:00:00,,,,
284,2,Completed,Mia Martinez,TICKET-000284,2022-01-15,Dryer not working,Level 3,Appliance,2022-01-15 00:00:00,2022-01-15 00:00:00,,,,
285,1,Completed,Mia Martinez,TICKET-000285,2022-01-02,Ceiling crack,Level 3,Structural,2022-01-02 00:00:00,2022-01-02 00:00:00,,,,
286,9,Completed,Marcus Manager,TICKET-000286,2022-01-15,Dripping shower head,Level 1,Plumbing,2022-01-15 00:00:00,2022-01-15 00:00:00,,,,
287,174,Completed,King Bruen,TICKET-000287,2022-01-16,Switch not working,Level 1,Electrical,2022-01-16 00:00:00,2022-01-16 00:00:00,,,,
288,14,Completed,Marcus Manager,TICKET-000288,2022-01-16,Exhaust fan noise,Level 1,Appliance,2022-01-16 00:00:00,2022-01-16 00:00:00,,,,
289,24,Completed,Clark West,TICKET-000289,2022-01-24,Light fixture malfunction,Level 2,Electrical,2022-01-24 00:00:00,2022-01-24 00:00:00,,,,
290,25,Completed,Bernita Crona,TICKET-000290,2022-01-16,Microwave not heating,Level 2,Appliance,2022-01-16 00:00:00,2022-01-16 00:00:00,,,,
291,39,Completed,Clark West,TICKET-000291,2022-01-06,Ceiling crack,Level 1,Structural,2022-01-06 00:00:00,2022-01-06 00:00:00,,,,
292,44,Completed,Clark West,TICKET-000292,2022-01-13,Wall damage,Level 1,Structural,2022-01-13 00:00:00,2022-01-13 00:00:00,,,,
293,49,Completed,King Bruen,TICKET-000293,2022-01-10,Dryer not working,Level 1,Appliance,2022-01-10 00:00:00,2022-01-10 00:00:00,,,,
294,61,Completed,Bernita Crona,TICKET-000294,2022-01-24,Light fixture malfunction,Level 1,Electrical,2022-01-24 00:00:00,2022-01-24 00:00:00,,,,
295,149,Completed,Mia Martinez,TICKET-000295,2022-01-20,Wall damage,Level 3,Structural,2022-01-20 00:00:00,2022-01-20 00:00:00,,,,
296,83,Completed,Marcus Manager,TICKET-000296,2022-01-08,Electrical panel inspection,Level 2,Electrical,2022-01-08 00:00:00,2022-01-08 00:00:00,,,,
297,85,Completed,King Bruen,TICKET-000297,2022-01-09,AC remote issue,Level 4,Appliance,2022-01-09 00:00:00,2022-01-09 00:00:00,,,,
298,87,Completed,Marcus Manager,TICKET-000298,2022-01-26,Bed bug inspection,Level 3,Pest Control,2022-01-26 00:00:00,2022-01-26 00:00:00,,,,
299,95,Completed,King Bruen,TICKET-000299,2022-01-28,Window frame repair,Level 1,Structural,2022-01-28 00:00:00,2022-01-28 00:00:00,,,,
300,95,Completed,King Bruen,TICKET-000300,2022-01-03,Bed bug inspection,Level 2,Pest Control,2022-01-03 00:00:00,2022-01-03 00:00:00,,,,
301,102,Completed,Mia Martinez,TICKET-000301,2022-01-18,Electrical panel inspection,Level 1,Electrical,2022-01-18 00:00:00,2022-01-18 00:00:00,,,,
302,100,Completed,Bernita Crona,TICKET-000302,2022-01-06,Door frame damage,Level 2,Structural,2022-01-06 00:00:00,2022-01-06 00:00:00,,,,
303,125,Completed,Mia Martinez,TICKET-000303,2022-01-19,Ceiling crack,Level 3,Structural,2022-01-19 00:00:00,2022-01-19 00:00:00,,,,
304,131,Completed,Mia Martinez,TICKET-000304,2022-01-26,Cockroach sighting,Level 2,Pest Control,2022-01-26 00:00:00,2022-01-26 00:00:00,,,,
305,130,Completed,King Bruen,TICKET-000305,2022-01-14,Door frame damage,Level 4,Structural,2022-01-14 00:00:00,2022-01-14 00:00:00,,,,
306,136,Completed,Bernita Crona,TICKET-000306,2022-01-19,Door not closing,Level 1,Structural,2022-01-19 00:00:00,2022-01-19 00:00:00,,,,
307,160,Completed,King Bruen,TICKET-000307,2022-01-15,Switch not working,Level 1,Electrical,2022-01-15 00:00:00,2022-01-15 00:00:00,,,,
308,170,Completed,Mia Martinez,TICKET-000308,2022-01-11,Power outlet not working,Level 2,Electrical,2022-01-11 00:00:00,2022-01-11 00:00:00,,,,
309,191,Completed,Clark West,TICKET-000309,2022-01-16,Exhaust fan noise,Level 1,Appliance,2022-01-16 00:00:00,2022-01-16 00:00:00,,,,
310,183,Completed,Marcus Manager,TICKET-000310,2022-01-08,Cockroach sighting,Level 3,Pest Control,2022-01-08 00:00:00,2022-01-08 00:00:00,,,,
311,197,Completed,Bernita Crona,TICKET-000311,2022-01-30,Termite inspection,Level 2,Pest Control,2022-01-30 00:00:00,2022-01-30 00:00:00,,,,
312,222,Completed,Clark West,TICKET-000312,2022-01-15,AC unit electrical issues,Level 1,Electrical,2022-01-15 00:00:00,2022-01-15 00:00:00,,,,
313,222,Completed,Clark West,TICKET-000313,2022-01-17,Door frame damage,Level 2,Structural,2022-01-17 00:00:00,2022-01-17 00:00:00,,,,
314,224,Completed,Marcus Manager,TICKET-000314,2022-01-02,Oven issue,Level 3,Appliance,2022-01-02 00:00:00,2022-01-02 00:00:00,,,,
315,237,Completed,Bernita Crona,TICKET-000315,2022-01-25,Door frame damage,Level 1,Structural,2022-01-25 00:00:00,2022-01-25 00:00:00,,,,
316,267,Completed,Mia Martinez,TICKET-000316,2022-01-27,Sink drainage issue,Level 2,Plumbing,2022-01-27 00:00:00,2022-01-27 00:00:00,,,,
317,242,Completed,King Bruen,TICKET-000317,2022-01-18,Rodent activity,Level 3,Pest Control,2022-01-18 00:00:00,2022-01-18 00:00:00,,,,
318,253,Completed,King Bruen,TICKET-000318,2022-01-15,Bed bug inspection,Level 4,Pest Control,2022-01-15 00:00:00,2022-01-15 00:00:00,,,,
319,261,Completed,Marcus Manager,TICKET-000319,2022-01-25,Mosquito problem,Level 3,Pest Control,2022-01-25 00:00:00,2022-01-25 00:00:00,,,,
320,258,Completed,Marcus Manager,TICKET-000320,2022-01-15,Switch not working,Level 1,Electrical,2022-01-15 00:00:00,2022-01-15 00:00:00,,,,
321,1,Completed,Marcus Manager,TICKET-000321,2022-02-28,Oven issue,Level 2,Appliance,2022-02-28 00:00:00,2022-02-28 00:00:00,,,,
322,264,Completed,Mia Martinez,TICKET-000322,2022-02-04,Low water pressure,Level 2,Plumbing,2022-02-04 00:00:00,2022-02-04 00:00:00,,,,
323,9,Completed,Mia Martinez,TICKET-000323,2022-02-20,Sink drainage issue,Level 3,Plumbing,2022-02-20 00:00:00,2022-02-20 00:00:00,,,,
324,15,Completed,Clark West,TICKET-000324,2022-02-23,Refrigerator not cooling,Level 2,Appliance,2022-02-23 00:00:00,2022-02-23 00:00:00,,,,
325,13,Completed,Bernita Crona,TICKET-000325,2022-02-07,Water heater broken,Level 4,Plumbing,2022-02-07 00:00:00,2022-02-07 00:00:00,,,,
326,18,Completed,King Bruen,TICKET-000326,2022-02-08,Washing machine malfunction,Level 2,Appliance,2022-02-08 00:00:00,2022-02-08 00:00:00,,,,
327,30,Completed,King Bruen,TICKET-000327,2022-02-25,Electrical panel inspection,Level 1,Electrical,2022-02-25 00:00:00,2022-02-25 00:00:00,,,,
328,36,Completed,Mia Martinez,TICKET-000328,2022-02-26,AC unit electrical issues,Level 2,Electrical,2022-02-26 00:00:00,2022-02-26 00:00:00,,,,
329,42,Completed,King Bruen,TICKET-000329,2022-02-25,Oven issue,Level 2,Appliance,2022-02-25 00:00:00,2022-02-25 00:00:00,,,,
